Estacion,Dia_Semana,Hora_Dia,Clima,Torniquetes_Activos,Retraso_Operativo_Min,Pasajeros_Hora,Tiempo_Espera_Min,Nivel_Congestion
Gran Via,Martes,12,Soleado,5,5,434,7.3,Media
Bilbao,Jueves,21,Lluvia,4,0,353,6.0,Media
Noviciado,Viernes,12,Nublado,2,5,741,9.0,Media
Lago,Viernes,20,Soleado,10,0,412,3.1,Baja
Sevilla,Domingo,20,Soleado,3,0,559,4.1,Baja
Quevedo,Lunes,22,Soleado,7,0,308,4.5,Baja
Callao,Miercoles,10,Soleado,10,0,398,2.4,Baja
Goya,Jueves,23,Soleado,6,0,506,4.6,Baja
Quevedo,Jueves,23,Nublado,3,0,252,4.2,Baja
Embajadores,Domingo,17,Tormenta,6,0,452,6.4,Media
Gran Via,Viernes,13,Lluvia,5,0,734,7.3,Media
Lago,Martes,10,Lluvia,2,0,364,6.0,Media
Principe de Vergara,Jueves,11,Soleado,8,0,577,3.7,Baja
Opera,Miercoles,11,Lluvia,4,0,519,6.3,Media
Bilbao,Viernes,7,Nublado,7,0,842,3.3,Media
Sol,Viernes,16,Tormenta,8,0,632,5.8,Media
Gran Via,Domingo,15,Soleado,10,0,532,2.5,Baja
Quevedo,Jueves,18,Tormenta,8,10,964,14.4,Alta
Principe de Vergara,Miercoles,6,Soleado,10,5,229,7.2,Media
Principe Pio,Viernes,10,Nublado,6,5,564,8.6,Media
Principe de Vergara,Martes,19,Lluvia,2,10,1299,21.3,Alta
Alonso Martinez,Martes,14,Lluvia,9,0,442,7.3,Media
Sol,Lunes,21,Lluvia,8,0,575,6.7,Media
Sol,Miercoles,14,Soleado,6,0,704,4.2,Media
Anton Martin,Miercoles,11,Tormenta,9,0,331,5.9,Media
Retiro,Miercoles,15,Soleado,6,5,365,9.0,Media
Alonso Martinez,Sabado,23,Soleado,2,0,570,4.4,Baja
Alonso Martinez,Sabado,15,Tormenta,2,0,452,6.2,Media
Opera,Sabado,21,Tormenta,4,0,670,6.6,Media
Lago,Martes,11,Lluvia,10,0,311,6.2,Media
Anton Martin,Lunes,6,Nublado,2,0,528,2.7,Baja
Embajadores,Sabado,22,Nublado,4,0,206,2.8,Baja
Quevedo,Jueves,14,Soleado,6,0,707,3.7,Media
Callao,Sabado,15,Tormenta,10,0,513,5.5,Media
Quevedo,Martes,14,Lluvia,9,5,464,9.1,Media
Principe Pio,Sabado,23,Nublado,7,5,427,7.0,Media
Lago,Sabado,7,Soleado,5,0,214,4.4,Baja
Plaza de Espana,Lunes,22,Nublado,6,0,464,2.5,Baja
Plaza de Espana,Jueves,19,Nublado,9,0,1367,2.9,Alta
Sevilla,Jueves,17,Nublado,5,0,917,3.0,Media
Embajadores,Miercoles,21,Lluvia,2,0,184,6.8,Media
Tribunal,Jueves,14,Nublado,9,0,482,2.6,Baja
Opera,Miercoles,14,Soleado,8,0,405,4.2,Baja
Embajadores,Sabado,21,Lluvia,2,0,389,6.4,Media
Bilbao,Viernes,13,Soleado,3,0,395,4.6,Baja
Opera,Jueves,9,Soleado,9,0,1094,4.0,Media
Callao,Lunes,14,Nublado,7,10,382,12.1,Alta
Bilbao,Sabado,5,Lluvia,9,0,296,4.3,Baja
Goya,Miercoles,12,Lluvia,8,0,488,7.2,Media
Retiro,Martes,22,Nublado,7,0,573,3.1,Baja
Goya,Viernes,14,Tormenta,8,0,567,7.5,Media
Retiro,Martes,12,Soleado,10,0,718,4.9,Media
Tribunal,Viernes,5,Lluvia,10,10,477,16.5,Alta
Alonso Martinez,Jueves,10,Lluvia,3,0,531,6.2,Media
Callao,Jueves,11,Nublado,6,0,252,4.6,Baja
Sol,Domingo,16,Soleado,8,0,445,2.2,Baja
Bilbao,Jueves,9,Soleado,3,0,1814,8.4,Alta
Plaza de Espana,Sabado,21,Lluvia,2,0,510,7.4,Media
Principe Pio,Lunes,18,Lluvia,4,0,1351,11.1,Alta
Goya,Sabado,21,Nublado,6,5,339,7.8,Media
Atocha,Jueves,19,Lluvia,7,20,1597,23.6,Alta
Atocha,Miercoles,8,Lluvia,4,5,725,9.3,Media
Noviciado,Miercoles,21,Lluvia,6,0,595,7.0,Media
Plaza de Espana,Viernes,8,Soleado,4,0,1058,7.1,Media
Banco de Espana,Viernes,17,Lluvia,6,10,1470,17.9,Alta
Embajadores,Martes,5,Tormenta,10,10,396,15.7,Alta
Sol,Sabado,13,Nublado,7,5,503,8.3,Media
Retiro,Lunes,14,Tormenta,7,20,327,27.0,Alta
Goya,Viernes,13,Soleado,7,0,475,2.6,Baja
Quevedo,Lunes,11,Tormenta,9,0,676,4.4,Media
Sevilla,Jueves,20,Tormenta,8,0,500,4.9,Baja
Sevilla,Jueves,10,Tormenta,6,0,344,6.0,Media
Principe de Vergara,Miercoles,8,Soleado,7,10,1001,12.5,Alta
Lago,Domingo,22,Lluvia,10,0,342,3.7,Baja
Quevedo,Lunes,11,Soleado,9,0,557,4.4,Baja
Gran Via,Lunes,19,Tormenta,2,0,1730,9.6,Alta
Retiro,Viernes,16,Soleado,9,0,458,2.9,Baja
Principe Pio,Viernes,12,Tormenta,9,10,558,18.1,Alta
Alonso Martinez,Sabado,14,Lluvia,9,10,260,15.7,Alta
Alonso Martinez,Miercoles,21,Soleado,5,0,331,3.2,Baja
Quevedo,Viernes,7,Soleado,7,0,1563,3.1,Alta
Principe Pio,Domingo,21,Soleado,5,0,352,3.0,Baja
Embajadores,Viernes,16,Nublado,7,0,542,4.1,Baja
Callao,Sabado,12,Lluvia,4,0,173,4.8,Baja
Alonso Martinez,Viernes,15,Lluvia,6,0,606,7.2,Media
Tribunal,Viernes,22,Soleado,8,0,439,2.2,Baja
Principe de Vergara,Lunes,23,Nublado,4,0,686,4.9,Media
Embajadores,Viernes,22,Nublado,6,5,725,7.3,Media
Principe de Vergara,Martes,22,Nublado,9,0,530,4.6,Baja
Bilbao,Lunes,9,Lluvia,6,0,1289,5.2,Alta
Lago,Lunes,5,Nublado,7,0,739,3.9,Media
Tribunal,Miercoles,14,Lluvia,9,0,657,6.3,Media
Lago,Martes,7,Soleado,3,0,722,4.2,Media
Bilbao,Sabado,18,Lluvia,4,0,314,7.3,Media
Callao,Jueves,15,Lluvia,7,0,533,6.1,Media
Retiro,Sabado,16,Tormenta,5,0,602,6.4,Media
Principe de Vergara,Martes,19,Tormenta,7,0,1224,5.2,Alta
Embajadores,Jueves,19,Tormenta,9,5,802,11.1,Alta
Principe Pio,Martes,21,Tormenta,2,0,644,7.1,Media
Banco de Espana,Lunes,15,Tormenta,3,0,446,4.5,Baja
Goya,Lunes,11,Nublado,6,0,589,2.3,Baja
Goya,Lunes,15,Soleado,6,5,360,7.5,Media
Anton Martin,Jueves,6,Nublado,4,0,329,3.2,Baja
Principe Pio,Lunes,23,Tormenta,8,0,306,5.4,Media
Lago,Lunes,16,Soleado,3,0,622,2.8,Media
Lago,Miercoles,14,Tormenta,9,0,466,3.3,Baja
Gran Via,Viernes,7,Soleado,10,0,1055,4.7,Media
Tribunal,Jueves,20,Soleado,4,20,476,24.4,Alta
Principe de Vergara,Jueves,19,Tormenta,5,0,1262,5.4,Alta
Atocha,Viernes,22,Soleado,9,0,166,2.4,Baja
Opera,Lunes,17,Nublado,2,5,1196,12.4,Alta
Retiro,Viernes,10,Soleado,5,0,715,2.5,Media
Embajadores,Viernes,13,Soleado,2,0,740,2.4,Media
Gran Via,Sabado,21,Tormenta,3,0,503,5.9,Media
Plaza de Espana,Jueves,17,Soleado,2,0,1226,4.3,Alta
Sol,Viernes,7,Tormenta,3,0,1856,8.3,Alta
Retiro,Sabado,21,Tormenta,2,0,589,4.7,Baja
Banco de Espana,Domingo,15,Soleado,3,0,299,2.1,Baja
Sevilla,Lunes,20,Soleado,8,0,430,2.7,Baja
Lago,Jueves,23,Tormenta,5,0,760,6.3,Media
Anton Martin,Domingo,10,Lluvia,6,0,700,6.4,Media
Retiro,Lunes,15,Tormenta,10,5,752,12.1,Alta
Sol,Miercoles,8,Tormenta,9,0,1031,6.4,Media
Goya,Sabado,23,Tormenta,5,10,575,16.1,Alta
Embajadores,Domingo,16,Nublado,2,0,421,4.7,Baja
Retiro,Viernes,9,Nublado,2,0,1237,7.6,Alta
Anton Martin,Sabado,23,Lluvia,5,0,404,5.1,Media
Lago,Sabado,5,Lluvia,5,0,545,5.5,Media
Embajadores,Sabado,7,Nublado,5,0,532,3.1,Baja
Banco de Espana,Miercoles,19,Nublado,5,0,1428,4.1,Alta
Anton Martin,Lunes,8,Tormenta,3,0,880,9.7,Media
Sol,Domingo,16,Lluvia,5,5,448,11.0,Alta
Bilbao,Martes,18,Soleado,9,5,1116,7.7,Media
Anton Martin,Sabado,11,Lluvia,4,0,345,7.6,Media
Noviciado,Miercoles,20,Lluvia,10,0,484,7.4,Media
Lago,Lunes,11,Soleado,5,0,414,2.4,Baja
Anton Martin,Domingo,15,Soleado,9,0,363,3.8,Baja
Sevilla,Domingo,11,Nublado,9,0,321,3.2,Baja
Anton Martin,Viernes,5,Tormenta,10,0,714,6.3,Media
Gran Via,Lunes,5,Lluvia,4,0,377,4.7,Baja
Banco de Espana,Domingo,6,Nublado,10,5,633,9.8,Media
Tribunal,Martes,10,Tormenta,5,0,506,5.6,Media
Gran Via,Martes,21,Nublado,6,0,480,3.2,Baja
Plaza de Espana,Sabado,19,Tormenta,7,0,369,4.2,Baja
Principe Pio,Miercoles,14,Tormenta,5,20,442,27.4,Alta
Alonso Martinez,Sabado,6,Lluvia,2,0,656,6.6,Media
Quevedo,Jueves,5,Nublado,3,0,536,4.5,Baja
Tribunal,Sabado,20,Nublado,3,0,671,3.2,Media
Principe Pio,Martes,6,Tormenta,5,5,428,8.7,Media
Principe Pio,Domingo,18,Lluvia,8,0,667,5.9,Media
Callao,Miercoles,19,Tormenta,5,0,1693,4.3,Alta
Atocha,Viernes,10,Soleado,7,10,501,12.6,Alta
Principe Pio,Viernes,6,Nublado,8,0,524,3.5,Baja
Banco de Espana,Sabado,13,Soleado,7,0,510,4.5,Baja
Tribunal,Domingo,6,Tormenta,2,0,414,6.5,Media
Quevedo,Lunes,17,Nublado,3,0,1358,7.1,Alta
Callao,Domingo,12,Soleado,2,0,655,2.2,Media
Tribunal,Miercoles,7,Lluvia,2,0,1240,7.9,Alta
Sevilla,Jueves,14,Tormenta,3,0,229,7.5,Media
Goya,Jueves,23,Nublado,8,0,695,3.0,Media
Lago,Jueves,7,Lluvia,7,0,1402,5.2,Alta
Embajadores,Martes,10,Lluvia,2,0,376,4.9,Baja
Anton Martin,Viernes,23,Soleado,8,5,425,9.7,Media
Noviciado,Miercoles,12,Lluvia,2,0,550,4.8,Baja
Atocha,Sabado,21,Tormenta,7,0,437,3.9,Baja
Callao,Miercoles,11,Soleado,3,0,519,4.7,Baja
Principe de Vergara,Sabado,16,Tormenta,9,0,492,6.0,Media
Principe Pio,Domingo,14,Tormenta,9,0,478,5.8,Media
Retiro,Viernes,13,Tormenta,6,0,406,6.7,Media
Alonso Martinez,Sabado,10,Lluvia,8,0,746,5.2,Media
Opera,Miercoles,12,Tormenta,5,0,460,6.0,Media
Goya,Martes,21,Lluvia,10,0,486,5.6,Media
Sevilla,Domingo,20,Tormenta,10,20,630,26.4,Alta
Principe Pio,Martes,18,Soleado,7,0,980,3.8,Media
Alonso Martinez,Martes,20,Tormenta,9,0,474,8.7,Media
Alonso Martinez,Sabado,22,Soleado,3,0,261,4.6,Baja
Sevilla,Viernes,8,Nublado,8,0,1658,3.8,Alta
Bilbao,Viernes,16,Tormenta,10,10,295,15.6,Alta
Lago,Sabado,11,Soleado,2,5,171,7.6,Media
Retiro,Miercoles,7,Lluvia,9,5,769,9.5,Media
Goya,Jueves,16,Nublado,8,0,576,4.2,Baja
Quevedo,Martes,10,Lluvia,2,10,307,14.9,Alta
Callao,Miercoles,22,Nublado,5,0,455,4.4,Baja
Bilbao,Domingo,19,Nublado,8,0,483,2.5,Baja
Quevedo,Viernes,16,Lluvia,9,0,576,5.8,Media
Anton Martin,Jueves,14,Soleado,10,0,319,3.6,Baja
Quevedo,Domingo,21,Tormenta,4,0,328,6.7,Media
Goya,Domingo,16,Soleado,6,0,372,2.7,Baja
Gran Via,Lunes,12,Lluvia,10,5,551,8.8,Media
Atocha,Domingo,17,Lluvia,10,0,527,6.0,Media
Embajadores,Jueves,20,Soleado,6,0,151,2.3,Baja
Gran Via,Miercoles,8,Lluvia,3,0,1550,8.6,Alta
Callao,Lunes,9,Soleado,2,5,915,13.7,Alta
Lago,Domingo,10,Tormenta,5,0,155,5.6,Media
Anton Martin,Miercoles,16,Lluvia,8,0,223,5.9,Media
Lago,Lunes,6,Soleado,5,0,613,4.3,Media
Plaza de Espana,Jueves,7,Lluvia,6,0,1261,5.5,Alta
Alonso Martinez,Miercoles,12,Tormenta,10,0,535,3.8,Baja
Retiro,Martes,23,Lluvia,9,10,241,17.7,Alta
Tribunal,Sabado,17,Nublado,3,0,238,3.0,Baja
Tribunal,Martes,22,Soleado,7,0,716,4.1,Media
Alonso Martinez,Domingo,13,Tormenta,3,0,210,6.2,Media
Principe Pio,Sabado,11,Soleado,5,0,529,4.0,Baja
Sevilla,Domingo,19,Tormenta,3,0,398,7.6,Media
Bilbao,Sabado,15,Soleado,9,0,616,4.3,Media
Plaza de Espana,Viernes,5,Tormenta,4,0,224,6.3,Media
Principe de Vergara,Martes,15,Lluvia,9,0,403,4.8,Baja
Goya,Martes,7,Soleado,9,0,1194,3.5,Media
Callao,Sabado,11,Tormenta,3,0,497,5.9,Media
Anton Martin,Sabado,16,Tormenta,8,5,571,11.5,Alta
Principe Pio,Lunes,13,Lluvia,8,0,580,8.2,Media
Callao,Viernes,16,Soleado,2,0,682,2.6,Media
Principe Pio,Domingo,18,Tormenta,6,0,291,5.6,Media
Callao,Sabado,21,Soleado,3,0,623,2.3,Media
Atocha,Sabado,12,Tormenta,9,0,199,6.9,Media
Callao,Lunes,22,Soleado,7,0,487,4.8,Baja
Noviciado,Sabado,5,Lluvia,3,0,539,4.5,Baja
Embajadores,Jueves,9,Tormenta,10,0,1541,3.2,Alta
Noviciado,Viernes,12,Lluvia,3,5,613,9.0,Media
Atocha,Lunes,15,Nublado,3,0,242,4.0,Baja
Sol,Lunes,11,Lluvia,7,10,541,15.7,Alta
Quevedo,Sabado,6,Tormenta,3,0,398,5.7,Media
Sevilla,Miercoles,19,Nublado,6,0,1331,4.3,Alta
Anton Martin,Sabado,14,Lluvia,8,0,499,5.6,Media
Quevedo,Miercoles,13,Nublado,8,0,683,3.0,Media
Gran Via,Jueves,22,Tormenta,7,0,417,7.5,Media
Callao,Domingo,16,Lluvia,7,10,672,18.8,Alta
Quevedo,Domingo,19,Tormenta,5,0,258,4.9,Baja
Bilbao,Domingo,17,Lluvia,2,0,528,7.5,Media
Banco de Espana,Jueves,14,Soleado,9,5,620,9.9,Media
Callao,Miercoles,23,Soleado,3,10,481,14.1,Alta
Principe de Vergara,Miercoles,13,Tormenta,7,0,549,5.0,Media
Banco de Espana,Miercoles,18,Lluvia,8,0,1131,5.2,Media
Plaza de Espana,Domingo,5,Lluvia,10,0,347,4.2,Baja
Lago,Sabado,5,Soleado,7,0,480,4.9,Baja
Retiro,Miercoles,14,Nublado,4,0,315,2.6,Baja
Plaza de Espana,Viernes,18,Nublado,2,20,712,24.7,Alta
Atocha,Miercoles,7,Lluvia,2,0,1767,9.6,Alta
Principe de Vergara,Sabado,13,Tormenta,5,10,610,15.7,Alta
Gran Via,Miercoles,20,Nublado,10,5,552,9.7,Media
Atocha,Sabado,16,Soleado,8,0,369,3.6,Baja
Sol,Lunes,7,Soleado,7,0,785,2.9,Media
Banco de Espana,Miercoles,5,Soleado,2,0,574,4.7,Baja
Retiro,Domingo,21,Nublado,4,0,515,3.8,Baja
Principe de Vergara,Miercoles,16,Lluvia,7,0,219,6.7,Media
Bilbao,Martes,11,Nublado,2,0,248,2.1,Baja
Retiro,Miercoles,15,Nublado,10,0,344,4.7,Baja
Banco de Espana,Lunes,20,Nublado,9,0,430,4.1,Baja
Opera,Martes,12,Nublado,10,0,510,2.2,Baja
Tribunal,Lunes,7,Tormenta,5,0,1735,6.9,Alta
Opera,Domingo,11,Lluvia,9,0,471,3.6,Baja
Principe Pio,Martes,18,Lluvia,4,0,1624,11.0,Alta
Banco de Espana,Lunes,22,Lluvia,3,0,399,6.5,Media
Goya,Sabado,23,Lluvia,8,0,554,6.0,Media
Quevedo,Viernes,21,Tormenta,9,0,592,6.1,Media
Anton Martin,Martes,23,Lluvia,4,0,559,6.3,Media
Goya,Miercoles,13,Nublado,6,0,436,4.3,Baja
Tribunal,Sabado,10,Soleado,4,10,666,12.6,Alta
Atocha,Lunes,19,Tormenta,3,0,1072,9.3,Media
Anton Martin,Sabado,12,Nublado,10,20,749,22.0,Alta
Alonso Martinez,Lunes,19,Tormenta,7,0,1600,8.0,Alta
Retiro,Domingo,19,Nublado,2,0,505,3.6,Baja
Gran Via,Martes,13,Soleado,9,0,380,2.4,Baja
Sevilla,Sabado,8,Nublado,8,0,506,3.3,Baja
Principe de Vergara,Viernes,14,Lluvia,3,0,534,4.8,Baja
Noviciado,Lunes,7,Lluvia,10,0,1334,7.0,Alta
Gran Via,Viernes,5,Lluvia,7,0,429,4.7,Baja
Sevilla,Sabado,19,Soleado,2,0,440,3.5,Baja
Lago,Lunes,22,Lluvia,7,0,461,4.9,Baja
Plaza de Espana,Miercoles,8,Lluvia,9,0,1548,6.9,Alta
Callao,Martes,9,Nublado,3,0,1188,5.7,Media
Anton Martin,Miercoles,18,Lluvia,3,0,1203,8.5,Alta
Alonso Martinez,Lunes,7,Lluvia,5,20,1446,27.8,Alta
Retiro,Viernes,10,Tormenta,9,5,222,12.1,Alta
Principe de Vergara,Sabado,10,Soleado,2,0,496,2.2,Baja
Anton Martin,Sabado,5,Soleado,2,0,269,3.5,Baja
Sol,Lunes,20,Lluvia,9,0,416,5.9,Media
Opera,Martes,6,Nublado,5,0,393,3.8,Baja
Plaza de Espana,Lunes,9,Tormenta,10,0,1237,8.3,Alta
Bilbao,Martes,17,Soleado,7,0,1801,4.5,Alta
Embajadores,Martes,7,Nublado,8,0,1559,4.4,Alta
Sol,Sabado,13,Nublado,6,0,595,2.4,Baja
Anton Martin,Jueves,18,Nublado,5,10,1479,14.7,Alta
Principe Pio,Jueves,14,Nublado,8,0,575,2.9,Baja
Principe Pio,Domingo,16,Soleado,6,0,710,3.2,Media
Bilbao,Miercoles,22,Lluvia,7,0,742,4.1,Media
Alonso Martinez,Martes,7,Soleado,8,0,1501,4.3,Alta
Principe de Vergara,Lunes,5,Soleado,10,0,486,2.4,Baja
Opera,Domingo,13,Lluvia,6,0,658,5.6,Media
Atocha,Martes,11,Nublado,8,0,394,4.8,Baja
Sevilla,Martes,7,Lluvia,7,0,1064,7.5,Media
Principe Pio,Martes,15,Tormenta,3,10,431,16.6,Alta
Sol,Jueves,5,Tormenta,3,20,537,27.3,Alta
Callao,Sabado,12,Tormenta,4,0,356,7.2,Media
Anton Martin,Miercoles,15,Soleado,5,0,357,2.0,Baja
Tribunal,Domingo,17,Lluvia,3,0,643,7.8,Media
Goya,Jueves,23,Soleado,4,0,456,2.6,Baja
Atocha,Jueves,19,Soleado,2,0,1004,6.8,Media
Tribunal,Martes,23,Lluvia,4,10,385,16.2,Alta
Noviciado,Domingo,7,Nublado,7,0,484,2.8,Baja
Callao,Jueves,9,Lluvia,4,5,1835,13.5,Alta
Principe de Vergara,Lunes,18,Nublado,3,5,696,8.8,Media
Plaza de Espana,Jueves,15,Lluvia,3,0,620,4.8,Media
Quevedo,Jueves,5,Soleado,4,0,690,3.5,Media
Alonso Martinez,Lunes,11,Tormenta,6,0,293,5.6,Media
Sol,Viernes,20,Soleado,9,0,440,3.4,Baja
Bilbao,Viernes,8,Lluvia,8,0,853,4.9,Media
Gran Via,Lunes,13,Soleado,5,0,316,4.1,Baja
Embajadores,Viernes,21,Nublado,2,0,481,5.0,Baja
Quevedo,Domingo,10,Soleado,9,0,458,4.0,Baja
Quevedo,Sabado,12,Tormenta,10,0,626,7.3,Media
Atocha,Viernes,9,Soleado,4,0,1009,8.1,Media
Banco de Espana,Miercoles,17,Tormenta,7,0,1543,6.3,Alta
Anton Martin,Lunes,20,Nublado,9,10,229,14.0,Alta
Embajadores,Sabado,10,Soleado,3,0,548,4.8,Baja
Goya,Miercoles,12,Tormenta,6,0,324,7.7,Media
Callao,Viernes,20,Tormenta,9,0,420,4.8,Baja
Opera,Martes,14,Soleado,10,0,465,4.6,Baja
Plaza de Espana,Martes,6,Lluvia,6,0,516,6.9,Media
Banco de Espana,Martes,13,Soleado,4,5,589,7.4,Media
Principe de Vergara,Jueves,5,Lluvia,2,0,404,8.3,Media
Tribunal,Domingo,5,Tormenta,7,0,499,7.8,Media
Sol,Jueves,8,Nublado,3,0,982,5.9,Media
Opera,Sabado,10,Soleado,8,0,322,3.2,Baja
Sol,Martes,18,Lluvia,9,10,1677,17.2,Alta
Principe Pio,Lunes,13,Tormenta,2,20,337,25.6,Alta
Noviciado,Martes,11,Tormenta,4,0,239,6.1,Media
Plaza de Espana,Martes,15,Soleado,4,10,216,13.2,Alta
Quevedo,Jueves,6,Soleado,4,0,239,4.8,Baja
Goya,Lunes,14,Nublado,4,0,276,3.5,Baja
Noviciado,Domingo,5,Nublado,8,0,178,4.2,Baja
Quevedo,Jueves,21,Lluvia,10,0,363,5.6,Media
Sevilla,Domingo,18,Lluvia,3,0,546,5.6,Media
Principe Pio,Martes,8,Lluvia,7,0,1399,6.3,Alta
Principe Pio,Domingo,6,Tormenta,10,0,286,5.4,Media
Sevilla,Viernes,22,Tormenta,8,0,455,6.2,Media
Embajadores,Domingo,20,Soleado,6,0,347,5.0,Baja
Callao,Domingo,10,Nublado,7,0,281,4.5,Baja
Callao,Domingo,20,Nublado,2,0,618,2.7,Media
Plaza de Espana,Miercoles,8,Tormenta,8,0,974,8.0,Media
Anton Martin,Martes,20,Soleado,4,0,629,2.7,Media
Noviciado,Lunes,23,Nublado,5,5,560,8.2,Media
Sol,Viernes,17,Lluvia,3,0,1131,11.6,Alta
Alonso Martinez,Jueves,7,Soleado,3,0,1232,7.3,Alta
Quevedo,Jueves,9,Tormenta,9,0,1771,7.5,Alta
Anton Martin,Lunes,10,Nublado,5,0,713,3.1,Media
Retiro,Lunes,22,Soleado,4,0,638,3.8,Media
Retiro,Domingo,7,Lluvia,7,0,407,5.8,Media
Plaza de Espana,Miercoles,13,Nublado,3,20,674,22.5,Alta
Principe Pio,Sabado,5,Soleado,10,0,596,2.4,Baja
Sevilla,Viernes,12,Soleado,2,0,624,4.7,Media
Noviciado,Lunes,5,Soleado,8,0,729,2.9,Media
Sevilla,Miercoles,22,Nublado,5,0,716,3.9,Media
Sol,Martes,5,Lluvia,4,0,425,6.2,Media
Plaza de Espana,Domingo,13,Nublado,7,0,390,4.3,Baja
Principe Pio,Sabado,9,Lluvia,10,0,487,6.5,Media
Principe Pio,Miercoles,18,Soleado,7,0,1761,3.8,Alta
Sol,Jueves,13,Nublado,9,0,238,4.2,Baja
Principe Pio,Viernes,23,Soleado,4,0,335,4.6,Baja
Banco de Espana,Martes,6,Soleado,10,5,371,7.5,Media
Gran Via,Sabado,18,Soleado,3,0,298,2.1,Baja
Lago,Viernes,18,Tormenta,5,0,1688,7.9,Alta
Tribunal,Martes,11,Lluvia,6,0,226,7.8,Media
Anton Martin,Lunes,20,Nublado,4,0,492,4.3,Baja
Retiro,Lunes,10,Lluvia,2,0,712,6.0,Media
Opera,Viernes,13,Tormenta,3,0,418,7.0,Media
Lago,Domingo,22,Lluvia,2,0,554,6.9,Media
Alonso Martinez,Martes,22,Soleado,5,20,632,24.3,Alta
Anton Martin,Sabado,12,Soleado,6,0,402,4.1,Baja
Sevilla,Miercoles,9,Tormenta,3,0,1185,6.7,Media
Opera,Domingo,6,Lluvia,6,0,226,7.4,Media
Embajadores,Viernes,6,Nublado,8,0,524,3.4,Baja
Callao,Lunes,10,Tormenta,3,10,165,18.3,Alta
Embajadores,Domingo,18,Lluvia,10,0,379,6.2,Media
Noviciado,Viernes,7,Lluvia,9,0,1452,6.2,Alta
Opera,Viernes,10,Soleado,3,0,777,4.9,Media
Lago,Lunes,6,Nublado,9,0,583,2.7,Baja
Banco de Espana,Miercoles,11,Tormenta,9,0,336,7.0,Media
Plaza de Espana,Miercoles,5,Lluvia,7,5,446,11.1,Alta
Embajadores,Jueves,10,Tormenta,8,0,630,6.2,Media
Sol,Domingo,14,Lluvia,5,0,567,7.1,Media
Gran Via,Domingo,10,Lluvia,9,0,425,6.0,Media
Sevilla,Jueves,14,Nublado,3,0,709,4.7,Media
Anton Martin,Miercoles,12,Lluvia,3,10,335,16.0,Alta
Noviciado,Sabado,7,Lluvia,4,0,344,6.1,Media
Opera,Miercoles,16,Lluvia,5,0,626,5.0,Media
Principe Pio,Lunes,9,Soleado,7,0,1120,2.8,Media
Callao,Lunes,10,Tormenta,9,5,538,12.0,Alta
Retiro,Jueves,9,Soleado,9,0,1561,4.2,Alta
Goya,Martes,16,Nublado,6,0,253,4.8,Baja
Sevilla,Miercoles,13,Tormenta,6,0,383,5.4,Media
Goya,Lunes,7,Nublado,4,0,899,6.5,Media
Quevedo,Sabado,12,Lluvia,5,10,508,15.2,Alta
Alonso Martinez,Jueves,6,Lluvia,4,0,605,7.4,Media
Principe Pio,Martes,11,Tormenta,9,0,441,5.2,Media
Alonso Martinez,Martes,6,Lluvia,2,0,532,6.9,Media
Tribunal,Miercoles,22,Tormenta,8,0,249,6.7,Media
Goya,Miercoles,13,Nublado,7,0,513,4.7,Baja
Callao,Miercoles,17,Soleado,9,0,917,2.7,Media
Lago,Domingo,8,Tormenta,4,0,512,5.7,Media
Alonso Martinez,Domingo,9,Nublado,6,0,393,3.5,Baja
Goya,Domingo,16,Tormenta,10,0,310,4.4,Baja
Lago,Viernes,19,Tormenta,8,0,964,4.5,Media
Embajadores,Miercoles,16,Tormenta,4,0,182,4.5,Baja
Lago,Martes,12,Tormenta,7,0,350,4.6,Baja
Plaza de Espana,Jueves,17,Soleado,5,0,811,2.7,Media
Bilbao,Sabado,22,Lluvia,9,0,450,5.9,Media
Noviciado,Domingo,22,Tormenta,3,0,558,6.2,Media
Alonso Martinez,Lunes,20,Nublado,6,0,668,3.9,Media
Plaza de Espana,Martes,23,Soleado,7,0,454,2.4,Baja
Banco de Espana,Sabado,20,Soleado,9,0,565,2.1,Baja
Quevedo,Viernes,23,Soleado,10,0,340,5.0,Baja
Bilbao,Domingo,17,Tormenta,2,0,350,7.0,Media
Banco de Espana,Martes,22,Lluvia,3,0,293,7.0,Media
Noviciado,Miercoles,5,Lluvia,2,0,611,7.8,Media
Plaza de Espana,Jueves,14,Soleado,4,0,272,4.1,Baja
Callao,Viernes,15,Soleado,8,0,614,3.2,Media
Gran Via,Miercoles,19,Nublado,8,0,1303,2.6,Alta
Bilbao,Martes,16,Lluvia,2,0,272,8.1,Media
Opera,Viernes,10,Soleado,6,5,355,8.4,Media
Sol,Lunes,12,Tormenta,5,5,440,10.6,Alta
Bilbao,Sabado,7,Lluvia,2,0,358,5.4,Media
Retiro,Domingo,14,Tormenta,6,0,416,7.6,Media
Goya,Lunes,12,Lluvia,10,0,238,6.2,Media
Retiro,Lunes,17,Lluvia,4,0,1518,11.1,Alta
Gran Via,Lunes,13,Soleado,8,0,483,4.9,Baja
Quevedo,Jueves,21,Tormenta,10,0,409,6.9,Media
Lago,Jueves,19,Nublado,5,0,1636,4.9,Alta
Retiro,Jueves,23,Tormenta,8,0,409,6.1,Media
Plaza de Espana,Jueves,22,Lluvia,9,0,560,6.7,Media
Callao,Viernes,13,Lluvia,6,0,272,7.2,Media
